x:	227	 	 y:	-242
x:	217	 	 y:	-247
x:	206	 	 y:	-251
x:	193	 	 y:	-254
x:	180	 	 y:	-255
x:	165	 	 y:	-254
x:	149	 	 y:	-251
x:	133	 	 y:	-247
x:	115	 	 y:	-242
x:	97	 	 y:	-235
x:	78	 	 y:	-227
x:	59	 	 y:	-217
x:	39	 	 y:	-206
x:	20	 	 y:	-193
x:	0	 	 y:	-180
x:	-20	 	 y:	-165
x:	-39	 	 y:	-149
x:	-59	 	 y:	-133
x:	-78	 	 y:	-115
x:	-97	 	 y:	-97
x:	-115	 	 y:	-78
x:	-133	 	 y:	-59
x:	-149	 	 y:	-39
x:	-165	 	 y:	-20
x:	-180	 	 y:	0
x:	-193	 	 y:	20
x:	-206	 	 y:	39
x:	-217	 	 y:	59
x:	-227	 	 y:	78
x:	-235	 	 y:	97
x:	-242	 	 y:	115
x:	-247	 	 y:	133
x:	-251	 	 y:	149
x:	-254	 	 y:	165
x:	-255	 	 y:	180
x:	-254	 	 y:	193
x:	-251	 	 y:	206
x:	-247	 	 y:	217
x:	-242	 	 y:	227
x:	-235	 	 y:	235
x:	-227	 	 y:	242
x:	-217	 	 y:	247
x:	-206	 	 y:	251
x:	-193	 	 y:	254
x:	-180	 	 y:	255
x:	-165	 	 y:	254
x:	-149	 	 y:	251
x:	-133	 	 y:	247
x:	-115	 	 y:	242
x:	-97	 	 y:	235
x:	-78	 	 y:	227
x:	-59	 	 y:	217
x:	-39	 	 y:	206
x:	-20	 	 y:	193
x:	0	 	 y:	180
x:	20	 	 y:	165
x:	39	 	 y:	149
x:	59	 	 y:	133
x:	78	 	 y:	115
x:	97	 	 y:	97
x:	115	 	 y:	78
x:	133	 	 y:	59
x:	149	 	 y:	39
x:	165	 	 y:	20
x:	180	 	 y:	0
x:	193	 	 y:	-20
x:	206	 	 y:	-39
x:	217	 	 y:	-59
x:	227	 	 y:	-78
x:	235	 	 y:	-97


Diskrete Korrelation
-21452
-42812
-82954
-158276
-299560
-564433
-1061014
-1991843
-3736566
-7006806
3640990
7553620
-1741680
-2988413
-5321044
7073556
-2491796
-4197514
-7441247
3327499
7443507
-1422220
-1870922
-2695583
-4202367
-7009770
4606342
-6506628
5767463
-4069950
-6243580
6432909
-2515517
-3098715
-4121039
-5877072
7482488
-12877
2056557
6037979
-3207098
-4419502
-6706911
5715107
-3796356
-5599788
7821239
54136
1682159
4705320
-6519314
5183664
-5780826
6429123
-3782392
-6835323
3859865
7755501
-1738541
-3686876
-7506038
1818847
3056241
5287784
-7397419
1495975
1784580
2298047
2969870
4216765
6325727
-6619055
1717231
1002992
-503271
-3594567
7388119
-5294997
3826000
4540361
5913330
8352883
-3990458
5596001
7216345
-6452205
392893
-2877247
7446425
-6147042
1344254
-968609
-5314690
3187700
3346559
3499369
4126697
5248294
7332028
-5137542
4276332
5940886
-7677246
-211083
-2361486
-6192027
3645733
6069252
-5731740
5080171
-7162436
2940615
6119205
-4348187
-7700269
3211689
7532511
-473138
843304
3605075
-7845472
3905299
-6662376
6470717
-1329867
288825
3565410
-6819373
6766958
-492568
2086148
7154476
2327
2832614
7950297
848215
3452481
8302911
605923
1875662
4054070
7779805
-2279268
-5287410
5341984
-7988922
-620377
-3317605
7985584
-3942588
6258272
-8097423
-2364463
-8249299
-2668572
7990260
-4809765
3658093
3209954
2361422
560991
-2841909
7202119
-6711464
-164414
-4051782
5452008
7032494
-6495205
819979
-1266300
-5293519
4069441
5677217
-7771811
149723
-982609
-2808610
-6192497
4883598
-7143203
3750313
-8323530
2041948
5924877
-3101304
-3366048
-3502589
-3258896
-2601453
-879228
3039729
-6107950
-6482979
-7033433
-7542678
-8275472
7820060
5537564
1170718
-7276134
-6850309
-5641594
-3212538
1729616
-5513951
-2756799
2600411
-4006092
-32952
7323082
4543091
-1322169
3699383
-3976350
-2510137
-81029
4146265
-4909104
-6520199
6922330
-1357810
-1158177
-1206069
-1969552
-4041777
8178545
-2442372
-6791775
1307415
-358816
-4307407
4547651
4183173
3160685
721033
-4392039
1904838
-2909928
4187902
926352
-5414270
-1219344
6949364
5830313
3369498
-1497762
5891062
3469766
-1393194
6273775
4221213
267256
-7176373
-4325351
1597072
-3269787
4568694
3245690
1441698
-1897680
-7661825
-1536302
-5870461
3222676
4453756
6965906
-4147520
-7711423
2600963
6483023
-2459145
-1930025
-226433
3162367
-7121425
7408595
3241345
-4626666
-2647800
1464192
-7468375
-7825171
-7709621
-7507966
-5859991
-2604187
3650935
-337884
-7888452
-5965532
-1966478
5459844
3550595
-258081
-7598955
-4530753
1036804
-5393881
-2125532
4718906
368874
8010367
6143365
1588283
-7843811
7311711
1755883
7591507
840615
4004301
-8124064
919710
739668
532127
-819193
-4619868
3482611
1811736
-2012824
6892890
6377495
4327474
-106503
7719449
5338110
522746
7743845
3956324
-4024154
-2647102
-475649
3298683
-5583917
-6664624
-8034172
6550601
2176560
-5576222
-3322568
1703827
-4185417
1223088
-4680819
1466938
-2085463
8056937
-5066400
3544445
3778382
5177500
-7569192
2157299
5637257
-3542634
-3323238
-2278142
753018
7930646
4966024
-214769
6500443
2893103
-3581113
1315658
-5846490
-2398247
4128846
321457
-6382526
-2954085
3219394
-1326054
6991470
6240804
4290072
489639
-8030466
-7909434
8145641
5861884
504883
6424177
766827
4955848
-4083472
-5473361
8007350
466652
1839410
3740276
6991457
-4461711
6191695
-6981857
531618
-2535530
8009070
-5506639
915090
-4629792
1381621
-5190021
-1654246
4699380
159743
7506506
4861018
-1458443
2516370
-7305575
7020839
1676090
7696252
2554289
-7088737
8053623
4200786
-3204002
209351
6699466
2839112
-4745308
-1697381
5653816
3262445
-789784
-8002520
-4840232
2513377
1524308
-183509
-2388456
-5826427
5251895
-6582520
5655894
-4034681
-4512321
-5165093
-5030415
-3344096
872575
-7025015
-5020572
-232033
-7261263
-3054059
6147726
7472095
-7037619
-1617198
-8016296
-3748713
5780600
7967846
-4360634
4644859
4632220
3772322
1563259
-2964544
4399327
1387369
-5172700
-1934269
3920141
-1631697
4090228
-2416498
1092572
6665390
-362708
1800228
5184467
-6305439
3353189
5098994
7105397
-6774424
-1338970
8262281
-8179980
-6620334
-4304655
-944868
5460716
94168
5518412
-1064249
3012709
-6042887
-6637189
-8301168
5341785
-1806907
1490909
8088156
3898944
-3995568
-1656018
3813731
-1815691
4304203
653268
-5465995
-75488
-5198582
2800320
2261474
1571462
